"token_address","name","symbol","decimals","logo_uri"
"ADA51nU41x5Lh6vaEAXCKpPGGdMDH1h3MiuWe4Dwpump","moodeng wif hat","$moodeng",6,"https://ipfs.io/ipfs/bafybeih77v6rjyhx4im3q7al4undsrmgizbptf4kpcuxw6wkzzhcv7o4gm"
"EgEoUZj5ZDDjCKXeTi266tC3ijVBU5w15WC5oBZ6pump","deal wif it","DWI",6,"https://ipfs.io/ipfs/bafybeibgnd5dgfy7yk6fl62iovauajbqohl4v5a3i554qx6imimrzxvuni"
"DSSptozppCvy4CuXGhhhAxWnhGJTkVJ2AKLr7kb4pump","andrew3","w3",6,"https://ipfs.io/ipfs/QmQn5qezgCh6DrZ4kXenpLUoZZvKDNetkaS2jdHSEet745"
"4Jhhg7q36A2BqemMEQhJdhDrprbbrYcWSUpK7sWCbonk","GOLDMINECOIN","GOLD",6,"https://sapphire-working-koi-276.mypinata.cloud/ipfs/bafybeigbo7vfjxeq6un66gjfxcnef4b4eo6gn3tf6altefhab5reihqjdu"
"FUNec4dCDfQYBpSkiM8DKnnzGpawwnQWJx4HhCtRpump","DOg ","DOg",6,"https://ipfs.io/ipfs/QmW3usXdDm1nvguoWzUHMyueHTsEgySyJXvPnwZB5Gd872"
"58kBUbsJjaUNa3GKJUJ5bWKimjDdN8TNb9NK8zKJpump","TAO GPU Protocol","TAOGPU",6,"https://ipfs.io/ipfs/QmUHZhV7FnkrSj2txsMvJBRhpuyKHvAE3BFZE23au3YvGA"
"7oJSFMxTpDKaF6BsD2z6X5V7mbTjnWHCJWGoN2Yopump","We Are So Back","WSB",6,"https://ipfs.io/ipfs/QmcjyQ83SDxG3i3QDZymQG6D9P2oUF5fp8tiU6RHNpHovF"
"DNhPWMzDmaE7GgzHztj2KxbJ383eHx25UoQzB7Sgpump","New US StableCOIN","USDD",6,"https://ipfs.io/ipfs/QmZhzghGJAwmM8jFNBWG4hnEntsmhZWDUvPtS8mvpcHaWu"
"3bsq9ACsC76LPTuJGe1Y7mVTSLFtb9fqnjY29g73pump","ONE BIGFUK U","BIGFUK",6,"https://ipfs.io/ipfs/QmfH39PR76Nh4h1WRVRkfrhNWUkcMTYZVWqriHXqRUs9PW"
"H8m4L8okUFSBmepwDJv1qTJSbJpArGmb4x8eWjcnpump","Ray Of Sunshine","RAY",6,"https://ipfs.io/ipfs/QmeAwhbdgapCuP1y3YTq69hpzyitqRTHN1U1ycr4yhLDZK"
"CuBAKZbeGU9XL6NV5xpGozA6AVnuEZZreTdL4Shwpump","Rare Fish Investor","RFI",6,"https://ipfs.io/ipfs/QmNraaNfVoemnf9JnQdkZRQU4Y1W5hUn749V4toRr1sbmS"
"3Sv7iA27rRwqkDbffDQpRATv7UsehHY3nWfbf5ENpump","The Original Memecoins","POGS",6,"https://ipfs.io/ipfs/QmdneRFukt9zLgz5BSrZcWL8TyVVgoiBikLZJtMKQevcFo"
"8e2btxvSPepD9w9bmeRMDYFL7z27yz3aQzCTP5CQpump","Volatility Index","VIX",6,"https://ipfs.io/ipfs/bafkreigln3ammzesh26ypjwljawlpbttxle65idvnkj3ec4ewthpph4hby"
"BgDaRuD3AAUAak2sxqec3RLEgYPCmuFhQStULLxMpump","WΕUP","WΕUP",6,"https://ipfs.io/ipfs/QmQvwC7wR6ty4UDj51QKKYYzba5KGUWqapan6CDdBsSHFF"
"DdA9dykpaKWNfsN9oUWfjQ3osTUveWL3CvkfA9fZpump","Hairy Ahh Twump Coin","HAIRYTWUMP",6,"https://ipfs.io/ipfs/QmTGZCBHYvxXJTg91aDMFgF76UnMPeAjVQzJ4mwCJteCne"
"AX8b9A79uDBTKDQoWTzq3NaD1FN4JEDGKR2yTQGhcwjo","PipeIQ","PIPEIQ",9,"https://ipfs.io/ipfs/bafkreiaqo4i4vmi7ng3ixw3x6nedh37ohjgi6ac3c7mlhnlbu6imwiv5va"
"3bmh9hLRHk7Yg22rw8a5v4oQyMn2P1BDv7weXb2Zpump","Unknown","Unknown",6,NULL
"AH7HfJSxiM31j1QnZN1XvFGMHFYTXQgKCXSgDBePpump","Solverse","Solverse",6,"https://ipfs.io/ipfs/QmdVuaFKixZ8AKetwAuaVn4yJPBu1eeEqdLMfr2RWM3mZa"
"WZXxJ4yBd43dT1Y2zTmFNCa3ErtTYYWfYzPP8SBpump","Trollface","TROLL",6,"https://ipfs.io/ipfs/QmUrCGYnmGdNWwEAqBfcZZibYWrpJ5pTshtqvxoX21gNjX"
"BtxTwMbudrKDvhNtL54JQiFticz1r9TasdcwUtecpump","VIBING MONKEY ","VMONKEY",6,"https://gateway.irys.xyz/cMzLH0lKlxZB_if-TW7yvrOoa0fMwQiYfEEn6lAiHsM"
"Cs7JzfGYKQ1ZVsn6ZVoY4F7hDFMiV8P5SjGLn7G8pump","Swiftle Fun","SWIFTLE",6,"https://ipfs.io/ipfs/Qmcg9tSnwsKnBS4A3MYDbPQV7YGwbCHRagqUt3pGu7TRen"
"CJRfvfEXuUgWEHJ4oCCg2QuCnbkECngVswV3sxnz3dS8","Justice for Etel","ETEL",6,"https://ipfs.io/ipfs/QmT8gnVVDrmg4D8e2e6EsZmpTRHB1ApRoXJbzfSHwEV7BW"
"EJWMLFZsVsEu4zjGvRLyB4i19yM6rPCBfPoBcP5HHELL","POHELL","POHELL",6,"https://ipfs.io/ipfs/QmdefK4PEbrkxHzFEoNDZBNE394FJ7ZDZaHMRQP8Kg7qoX"
"C7ardVgRRDQTLbqQ9gc1vyFfgA7KAoeKHu2G8QMypump","Good Boys Bad Girls","GBBG",6,"https://ipfs.io/ipfs/bafkreidwsreckykaas6il2u4aki56ik53k3i33ygh5ixrililcclg4vkqu"
"2Zd6McRpbFnVbrX4DjyUPrz5uJBkg1hp1xj5Tw6vNEjf","Aura Points","AURA",6,"https://pump.mypinata.cloud/ipfs/QmP7o8gGJqiwubrFcr63spiG86Vvv6XdLRoNyFVitFzjcm?img-width=256&img-dpr=2&img-onerror=redirect"
"Eg9UmjW3i2UQrF6tt9PwXp2g6585W34f9nfs989Rpump","Satoshi ","SN",6,"https://ipfs.io/ipfs/bafkreicjotwdc4vxcxookserjuf6k5ane726inhdronkslmq37yvbsrhvi"
"99vkCHmKq6X8TtpWxpaX5ocnNGwqnCVfJdyRXRyNpump","Master Got Me Working","MASTER",6,"https://ipfs.io/ipfs/QmUUKjGFN2zRzXwNQBPLaYMRo94RDFUEC9KXvrhoCqV1S3"
